2010 Federal Election House of Representatives Two Party Preferred By Polling Place [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-08-22T07:44:31 Cycle:616f42f6-2035-4b88-9530-8ecd800c5267 Created:2010-08-22T07:29:29 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
QLD,177,Ryan,32492,Ferny Grove,1628,53.25,1429,46.75,3057,-4.11
QLD,177,Ryan,6507,Fig Tree Pocket,598,28.78,1480,71.22,2078,-8.81
QLD,177,Ryan,56202,Gaythorne (Ryan),380,49.16,393,50.84,773,-10.08
QLD,177,Ryan,32495,Grovely (Ryan),515,62.2,313,37.8,828,-5.79
QLD,177,Ryan,6508,Indooroopilly,806,47.44,893,52.56,1699,-5.51
QLD,177,Ryan,6509,Indooroopilly East,943,37.72,1557,62.28,2500,-4.87
QLD,177,Ryan,38279,Indooroopilly RYAN PPVC,1005,34.03,1948,65.97,2953,-16.17
QLD,177,Ryan,6510,Indooroopilly West,1231,41.13,1762,58.87,2993,-5.48
QLD,177,Ryan,6511,Ironside,1267,40.43,1867,59.57,3134,-5.15
QLD,177,Ryan,6516,Karana Downs,1190,42.21,1629,57.79,2819,-6.69
QLD,177,Ryan,6512,Kenmore,1068,37.85,1754,62.15,2822,-6.3
QLD,177,Ryan,6513,Kenmore South,1111,39.61,1694,60.39,2805,-3.37
QLD,177,Ryan,11996,Keperra,1194,50.77,1158,49.23,2352,-4.89
QLD,177,Ryan,38089,Milton (Ryan),670,45.95,788,54.05,1458,-3.42
QLD,177,Ryan,5188,Mitchelton,1153,50.17,1145,49.83,2298,-7.04
QLD,177,Ryan,6515,Moggill,1260,39.02,1969,60.98,3229,-8.13
QLD,177,Ryan,5193,Oxford Park,804,58.77,564,41.23,1368,-4.91
QLD,177,Ryan,6518,Pullenvale,461,31.42,1006,68.58,1467,-7.36
QLD,177,Ryan,6519,Rainworth,968,45.68,1151,54.32,2119,-3.33
QLD,177,Ryan,32735,Special Hospital Team 1,0,0,0,0,0,-38.02
QLD,177,Ryan,32736,Special Hospital Team 2,0,0,0,0,0,-38.01
QLD,177,Ryan,58484,Special Hospital Team 3,0,0,0,0,0,0
QLD,177,Ryan,6521,St Lucia,558,43.83,715,56.17,1273,-3.5
QLD,177,Ryan,32738,St Lucia Interstate PPVC,0,0,0,0,0,0
QLD,177,Ryan,6524,The Gap,1250,46.02,1466,53.98,2716,-5.64
QLD,177,Ryan,6525,The Gap East,1608,48.01,1741,51.99,3349,-3.12
QLD,177,Ryan,6528,The Gap West,1188,49.79,1198,50.21,2386,-0.1
QLD,177,Ryan,31470,Toowong,1444,46.64,1652,53.36,3096,-5.58
QLD,177,Ryan,6527,Toowong West,612,49.84,616,50.16,1228,-5.84
QLD,177,Ryan,6501,Upper Brookfield,171,48.58,181,51.42,352,-9.64
QLD,177,Ryan,58544,Upper Kedron,575,44.44,719,55.56,1294,-12.91
QLD,178,Wide Bay,6537,Amamoor,100,25.45,293,74.55,393,-2.59
QLD,178,Wide Bay,6538,Baddow,775,34.69,1459,65.31,2234,-11.61
QLD,178,Wide Bay,6539,Bauple,125,36.34,219,63.66,344,-10.44
QLD,178,Wide Bay,6560,Bell Hilltop,573,37.45,957,62.55,1530,-9.84
QLD,178,Wide Bay,6541,Boonooroo,102,28.33,258,71.67,360,-18.29
QLD,178,Wide Bay,6543,Boreen Point,199,46.82,226,53.18,425,-10.72
QLD,178,Wide Bay,14234,Brisbane City (Wide Bay),17,47.22,19,52.78,36,-7.33
QLD,178,Wide Bay,6547,Brooweena,51,29.14,124,70.86,175,-5.59
QLD,178,Wide Bay,6550,Chatsworth,160,25.68,463,74.32,623,-8.23
QLD,178,Wide Bay,6551,Cherbourg,109,42.58,147,57.42,256,-19.55
QLD,178,Wide Bay,6552,Cloyna,39,16.88,192,83.12,231,-3.54
QLD,178,Wide Bay,47699,Cooloola Cove,394,38.82,621,61.18,1015,-6.78
QLD,178,Wide Bay,6554,Cooran,441,50.81,427,49.19,868,-2.87
QLD,178,Wide Bay,5422,Cooroy,1145,39.67,1741,60.33,2886,-3.23
QLD,178,Wide Bay,31543,Curra,211,34.93,393,65.07,604,-14.06
QLD,178,Wide Bay,6557,Deep Creek,115,29.56,274,70.44,389,-7.99
QLD,178,Wide Bay,30169,Divisional Office (PREPOLL),11,26.83,30,73.17,41,-15.54
QLD,178,Wide Bay,6561,Federal,87,39.01,136,60.99,223,3.55
QLD,178,Wide Bay,32693,Fraser Island PPVC,0,0,0,0,0,-42.11
QLD,178,Wide Bay,6564,Glenwood,244,38.55,389,61.45,633,-5.62
QLD,178,Wide Bay,6566,Goomboorian,111,23.97,352,76.03,463,-11.18
QLD,178,Wide Bay,6567,Goomeri,75,19.13,317,80.87,392,-6
QLD,178,Wide Bay,6568,Granville,582,36.38,1018,63.63,1600,-12.35
QLD,178,Wide Bay,6569,Gunalda,127,35.77,228,64.23,355,-5.13
QLD,178,Wide Bay,6570,Gundiah,15,11.81,112,88.19,127,-13.4
QLD,178,Wide Bay,6572,Gympie Central,611,33.76,1199,66.24,1810,-8.15
QLD,178,Wide Bay,6573,Gympie East,484,33.7,952,66.3,1436,-7.98
QLD,178,Wide Bay,6575,Gympie North,511,33.44,1017,66.56,1528,-3.86
QLD,178,Wide Bay,32767,Gympie PPVC,610,29.76,1440,70.24,2050,-13.01
QLD,178,Wide Bay,6577,Gympie South,811,30.12,1882,69.88,2693,-9.62
QLD,178,Wide Bay,6578,Gympie West,446,33.16,899,66.84,1345,-4.43
QLD,178,Wide Bay,6581,Imbil,327,36.7,564,63.3,891,-0.55
QLD,178,Wide Bay,6583,Jones Hill,308,24.01,975,75.99,1283,-5.09
QLD,178,Wide Bay,6584,Kandanga,70,20.17,277,79.83,347,2.3
QLD,178,Wide Bay,6587,Kilkivan,123,27.58,323,72.42,446,-8.06
QLD,178,Wide Bay,6592,Kin Kin,126,41.86,175,58.14,301,-7.83
QLD,178,Wide Bay,32694,Kingfisher Bay PPVC,0,0,0,0,0,-41.67
QLD,178,Wide Bay,6594,Kybong,52,20,208,80,260,-10.35
QLD,178,Wide Bay,6598,Maryborough,1065,39.69,1618,60.31,2683,-9.71
QLD,178,Wide Bay,34045,Maryborough PPVC,843,31.99,1792,68.01,2635,-10.78
QLD,178,Wide Bay,6610,Maryborough West,746,38.12,1211,61.88,1957,-12.88
QLD,178,Wide Bay,6604,Monkland,276,31.8,592,68.2,868,-5.54
QLD,178,Wide Bay,6606,Mungar,126,31.03,280,68.97,406,-10.94
QLD,178,Wide Bay,6607,Murgon,339,24.71,1033,75.29,1372,-9.59
QLD,178,Wide Bay,5443,Noosa Heads,1199,38.28,1933,61.72,3132,-6.94
QLD,178,Wide Bay,32756,Noosa Heads PPVC,0,0,0,0,0,0
QLD,178,Wide Bay,5444,Noosaville,759,25.83,2179,74.17,2938,-7.68
QLD,178,Wide Bay,33132,Noosaville West (Wide Bay),599,30.91,1339,69.09,1938,-7.56
QLD,178,Wide Bay,5447,Peregian Beach,765,44.71,946,55.29,1711,-4.51
QLD,178,Wide Bay,6614,Pie Creek,127,25.66,368,74.34,495,-7.54
QLD,178,Wide Bay,6616,Pomona,776,47.2,868,52.8,1644,-1.46
QLD,178,Wide Bay,6618,Rainbow Beach,192,32.82,393,67.18,585,-9.75
QLD,178,Wide Bay,32689,Special Hospital Team 1,0,0,0,0,0,-33.9
QLD,178,Wide Bay,32690,Special Hospital Team 2,0,0,0,0,0,-33.96
QLD,178,Wide Bay,38168,Special Hospital Team 3,0,0,0,0,0,-34.25
QLD,178,Wide Bay,6619,St Helens,286,32.84,585,67.16,871,-15.06
QLD,178,Wide Bay,6625,Tansey,19,16.38,97,83.62,116,-1.53
QLD,178,Wide Bay,5448,Tewantin,1714,41.31,2435,58.69,4149,-3
QLD,178,Wide Bay,32757,Tewantin PPVC,763,32.18,1608,67.82,2371,-10.61
QLD,178,Wide Bay,31445,Tewantin South,501,36.68,865,63.32,1366,-0.96
QLD,178,Wide Bay,6627,Tiaro,177,31.38,387,68.62,564,-8
QLD,178,Wide Bay,6629,Tin Can Bay,406,32.51,843,67.49,1249,-13.34
QLD,178,Wide Bay,6628,Tinana,732,30.53,1666,69.47,2398,-11.57
QLD,178,Wide Bay,34128,Tinbeerwah,265,33.67,522,66.33,787,-7.2
QLD,178,Wide Bay,6637,Veteran,95,28.61,237,71.39,332,-5.33
QLD,178,Wide Bay,6639,Widgee,98,26.78,268,73.22,366,-5.55
QLD,178,Wide Bay,6641,Wolvi,100,30.12,232,69.88,332,-7.18
QLD,178,Wide Bay,6644,Wonga Lower,45,18.6,197,81.4,242,-14.33
QLD,178,Wide Bay,6645,Woolooga,24,25.81,69,74.19,93,-7.85
QLD,316,Wright,6431,Aratula,144,28.4,363,71.6,507,-7.96
QLD,316,Wright,6255,Beaudesert,975,41.35,1383,58.65,2358,-5.77
QLD,316,Wright,58586,Beaudesert North,490,41.84,681,58.16,1171,-5.28
QLD,316,Wright,6062,Beechmont,267,55.86,211,44.14,478,3.81
QLD,316,Wright,5602,Blenheim,107,33.13,216,66.87,323,-8.87
QLD,316,Wright,31682,Bonogin (Wright),583,34.95,1085,65.05,1668,1.08
QLD,316,Wright,6432,Boonah,680,32.12,1437,67.88,2117,-8.99
QLD,316,Wright,56431,Brisbane City (Wright),21,52.5,19,47.5,40,-8.48
QLD,316,Wright,56383,Browns Plains (Wright),249,38.02,406,61.98,655,-26.35
QLD,316,Wright,6262,Canungra,539,38.64,856,61.36,1395,-1.66
QLD,316,Wright,56441,Divisional Office (PREPOLL),0,0,0,0,0,-50
QLD,316,Wright,32547,Flagstone,830,52.83,741,47.17,1571,-5.55
QLD,316,Wright,5607,Flagstone Creek,36,22.64,123,77.36,159,-4.57
QLD,316,Wright,5608,Forest Hill,294,37.45,491,62.55,785,-6.06
QLD,316,Wright,5609,Gatton,269,26.02,765,73.98,1034,-11.11
QLD,316,Wright,5610,Gatton South,885,35.36,1618,64.64,2503,-5.95
QLD,316,Wright,6078,Gilston,481,34.02,933,65.98,1414,2.16
QLD,316,Wright,5611,Glenore Grove,726,51.13,694,48.87,1420,-4.16
QLD,316,Wright,5613,Grantham,204,32.38,426,67.62,630,-9.03
QLD,316,Wright,31793,Greenbank,1169,50.37,1152,49.63,2321,-1.93
QLD,316,Wright,47744,Greenbank South,875,47.25,977,52.75,1852,-5.06
QLD,316,Wright,6448,Harrisville,119,34,231,66,350,-14.26
QLD,316,Wright,5618,Hatton Vale,757,50.53,741,49.47,1498,-1.48
QLD,316,Wright,5619,Helidon,233,34.01,452,65.99,685,-10.4
QLD,316,Wright,6270,Hillview,35,24.65,107,75.35,142,-4.38
QLD,316,Wright,58728,Ipswich WRIGHT PPVC,139,39.27,215,60.73,354,-11.79
QLD,316,Wright,6459,Jimboomba,1839,50.86,1777,49.14,3616,-4.76
QLD,316,Wright,38246,Jimboomba East,654,44.34,821,55.66,1475,-6.61
QLD,316,Wright,47730,Jimboomba PPVC,442,43.16,582,56.84,1024,-7.91
QLD,316,Wright,6451,Kalbar,234,27.3,623,72.7,857,-6.73
QLD,316,Wright,5621,Kentville,107,44.21,135,55.79,242,-8.44
QLD,316,Wright,6273,Kerry,54,25.35,159,74.65,213,-1.75
QLD,316,Wright,5623,Laidley,1100,47.45,1218,52.55,2318,-5.07
QLD,316,Wright,5624,Lake Clarendon,164,33.33,328,66.67,492,-9.39
QLD,316,Wright,6458,Logan Village (Wright),1011,46.25,1175,53.75,2186,-5.61
QLD,316,Wright,5626,Ma Ma Creek,56,19.65,229,80.35,285,-8.46
QLD,316,Wright,6464,Mount Alford,96,25.81,276,74.19,372,-5.23
QLD,316,Wright,5629,Mount Sylvia,28,11.76,210,88.24,238,-10.35
QLD,316,Wright,37810,Mudgeeraba (Wright),301,33.97,585,66.03,886,-3.61
QLD,316,Wright,31487,Murphys Creek,186,37.2,314,62.8,500,-13.98
QLD,316,Wright,6466,Mutdapilly,70,27.13,188,72.87,258,-4.56
QLD,316,Wright,37395,Nerang West (Wright),363,34.41,692,65.59,1055,-3.29
QLD,316,Wright,56265,Oxenford (Wright),181,34.87,338,65.13,519,-1.8
QLD,316,Wright,56279,Pacific Pines (Wright),107,41.63,150,58.37,257,-0.69
QLD,316,Wright,58547,Pacific Pines West (Wright),138,35.94,246,64.06,384,35.94
QLD,316,Wright,56301,Park Ridge (Wright),249,49.6,253,50.4,502,-4.21
QLD,316,Wright,6469,Peak Crossing (Wright),226,37.17,382,62.83,608,-4.34
QLD,316,Wright,6286,Rathdowney,92,23.9,293,76.1,385,-16.27
QLD,316,Wright,6474,Roadvale,122,30.42,279,69.58,401,-10.33
QLD,316,Wright,58507,Special Hospital Team 1,0,0,0,0,0,-50.36
QLD,316,Wright,58508,Special Hospital Team 2,0,0,0,0,0,-50.46
QLD,316,Wright,58509,Special Hospital Team 3,0,0,0,0,0,-50.46
QLD,316,Wright,58510,Special Hospital Team 4,0,0,0,0,0,-50
QLD,316,Wright,6098,Springbrook,167,61.4,105,38.6,272,4.36
QLD,316,Wright,6288,St. Bernard,466,40,699,60,1165,1.06
QLD,316,Wright,12059,Stockyard Creek,55,28.06,141,71.94,196,-13.57
QLD,316,Wright,12042,Studio Village (Wright),286,48.23,307,51.77,593,-3.9
QLD,316,Wright,12027,Tallai (Wright),726,32.31,1521,67.69,2247,-1.63
QLD,316,Wright,6293,Tamborine,650,44.67,805,55.33,1455,-4.85
QLD,316,Wright,6294,Tamborine North,995,43.68,1283,56.32,2278,-3.87
QLD,316,Wright,6295,Tamrookum,288,34.08,557,65.92,845,-6.01
QLD,316,Wright,5639,Thornton,42,21.65,152,78.35,194,-6.03
QLD,316,Wright,5647,Upper Tenthill,40,18.43,177,81.57,217,-2.52
QLD,316,Wright,6481,Warrill View,74,27.41,196,72.59,270,2.52
QLD,316,Wright,5650,Withcott,365,31.3,801,68.7,1166,-9.24
QLD,316,Wright,6296,Woodhill,533,40.91,770,59.09,1303,-3.2
SA,179,Adelaide,6648,Adelaide (Adelaide),228,73.08,84,26.92,312,6.63
SA,179,Adelaide,32952,Adelaide ADELAIDE PPVC,983,53.57,852,46.43,1835,5.42
SA,179,Adelaide,6649,Adelaide East,646,58.3,462,41.7,1108,2.14
SA,179,Adelaide,58808,Adelaide East PPVC,0,0,0,0,0,0
SA,179,Adelaide,6650,Adelaide Hospital,292,56.81,222,43.19,514,-7.8
SA,179,Adelaide,6651,Adelaide South,1241,62.49,745,37.51,1986,0.97
SA,179,Adelaide,6652,Adelaide West,308,73.33,112,26.67,420,-1.92
SA,179,Adelaide,7011,Black Forest East,1125,60.1,747,39.9,1872,1.85
SA,179,Adelaide,7008,Black Forest West,484,62.29,293,37.71,777,1.62
SA,179,Adelaide,6653,Blair Athol,445,58.71,313,41.29,758,-3.08
SA,179,Adelaide,6654,Blair Athol North,671,72.78,251,27.22,922,-3.94
SA,179,Adelaide,6655,Broadview,1053,54.14,892,45.86,1945,-1.4
SA,179,Adelaide,7049,Brompton,988,71.13,401,28.87,1389,-2.11
SA,179,Adelaide,7010,Clarence Park,547,51.36,518,48.64,1065,-0.97
SA,179,Adelaide,6664,College Park,625,46.68,714,53.32,1339,-1.36
SA,179,Adelaide,36447,Croydon (Adelaide),236,70.66,98,29.34,334,0.21
SA,179,Adelaide,6657,Croydon Park,1109,74.98,370,25.02,1479,-0.37
SA,179,Adelaide,12086,Croydon Park West (Adelaide),246,73.87,87,26.13,333,2.1
SA,179,Adelaide,30170,Divisional Office (PREPOLL),0,0,0,0,0,0
SA,179,Adelaide,6887,Dulwich,448,42.03,618,57.97,1066,-1.59
SA,179,Adelaide,6659,Enfield,860,67.35,417,32.65,1277,2.2
SA,179,Adelaide,6660,Enfield North (Adelaide),731,69.55,320,30.45,1051,-2.56
SA,179,Adelaide,6661,Enfield South,196,63.64,112,36.36,308,0.56
SA,179,Adelaide,6868,Fullarton,759,47.83,828,52.17,1587,-2.23
SA,179,Adelaide,6871,Goodwood,1015,69,456,31,1471,1.01
SA,179,Adelaide,6872,Goodwood Park,601,61.83,371,38.17,972,2.8
SA,179,Adelaide,6663,Greenacres,780,63.99,439,36.01,1219,1.46
SA,179,Adelaide,6671,Hampstead Gardens,537,60.27,354,39.73,891,0.12
SA,179,Adelaide,7066,Hindmarsh,71,67.62,34,32.38,105,2.43
SA,179,Adelaide,6878,Hyde Park,551,34.74,1035,65.26,1586,-4.31
SA,179,Adelaide,7303,Kent Town,372,55.36,300,44.64,672,0.35
SA,179,Adelaide,7067,Keswick,392,62.92,231,37.08,623,2.33
SA,179,Adelaide,6668,Kilburn,1167,72.44,444,27.56,1611,-4.35
SA,179,Adelaide,6670,Lower North Adelaide,522,49.76,527,50.24,1049,-0.24
SA,179,Adelaide,31070,Malvern,509,42.42,691,57.58,1200,1.16
SA,179,Adelaide,36446,Marden West (Adelaide),361,57.03,272,42.97,633,-4.23
SA,179,Adelaide,6673,Maylands,659,59.8,443,40.2,1102,-4.94
SA,179,Adelaide,7079,Mile End (Adelaide),1180,74.21,410,25.79,1590,-1.66
SA,179,Adelaide,6674,Nailsworth,1093,61.27,691,38.73,1784,1.21
SA,179,Adelaide,6675,North Adelaide,1133,45.81,1340,54.19,2473,-0.62
SA,179,Adelaide,6676,Northfield,695,74.25,241,25.75,936,-0.77
SA,179,Adelaide,12082,Northfield South,778,63.72,443,36.28,1221,-0.14
SA,179,Adelaide,38208,Northgate,732,55.92,577,44.08,1309,1.91
SA,179,Adelaide,7311,Norwood (Adelaide),616,57.57,454,42.43,1070,-0.28
SA,179,Adelaide,7312,Norwood West,1162,56.9,880,43.1,2042,1.2
SA,179,Adelaide,6886,Parkside East,1135,60.5,741,39.5,1876,1.17
SA,179,Adelaide,6679,Prospect,1914,64.25,1065,35.75,2979,7.07
SA,179,Adelaide,6683,Prospect East,198,64.08,111,35.92,309,1.43
SA,179,Adelaide,6681,Prospect North,1309,64.93,707,35.07,2016,-0.41
SA,179,Adelaide,6682,Prospect South,905,54.82,746,45.18,1651,0.83
SA,179,Adelaide,7077,Renown Park,1096,74.97,366,25.03,1462,1.63
SA,179,Adelaide,6888,Rose Park,786,43.19,1034,56.81,1820,0.93
SA,179,Adelaide,33202,Special Hospital Team 1,0,0,0,0,0,-45
SA,179,Adelaide,33203,Special Hospital Team 2,0,0,0,0,0,-45.33
SA,179,Adelaide,33205,Special Hospital Team 3,0,0,0,0,0,-45.29
SA,179,Adelaide,33206,Special Hospital Team 4,0,0,0,0,0,-45.11
SA,179,Adelaide,33207,Special Hospital Team 5,0,0,0,0,0,-44.44
SA,179,Adelaide,38420,Special Hospital Team 6,0,0,0,0,0,-45.21
SA,179,Adelaide,6684,St Peters,512,48.17,551,51.83,1063,0.88
SA,179,Adelaide,6667,St Peters East,509,46.19,593,53.81,1102,-6.58
SA,179,Adelaide,6889,Unley,1551,56.5,1194,43.5,2745,-1.09
SA,179,Adelaide,6686,Walkerville,675,37.9,1106,62.1,1781,-2.97
SA,179,Adelaide,6656,Walkerville North,353,45.61,421,54.39,774,1.28
SA,179,Adelaide,6890,Wayville,377,55.04,308,44.96,685,-2.31
SA,180,Barker,6702,Allendale East,97,35.79,174,64.21,271,-5.17
SA,180,Barker,7325,Angaston,658,42.45,892,57.55,1550,-0.61
SA,180,Barker,6704,Barmera,591,35.82,1059,64.18,1650,-7.01
SA,180,Barker,6705,Beachport,132,33,268,67,400,-0.48
SA,180,Barker,6706,Berri,921,40.79,1337,59.21,2258,-4
SA,180,Barker,31247,Berri IVC PPVC,0,0,0,0,0,0
SA,180,Barker,7331,Blanchetown,87,40.28,129,59.72,216,0.53
SA,180,Barker,6709,Bordertown,390,23.77,1251,76.23,1641,-3.67
SA,180,Barker,12994,Bordertown IVC PPVC,0,0,0,0,0,0
SA,180,Barker,7339,Cadell,68,39.77,103,60.23,171,-4.88
SA,180,Barker,7341,Cambrai,85,36.48,148,63.52,233,-10.35
SA,180,Barker,6711,Carpenter Rocks,53,40.77,77,59.23,130,-4.41
SA,180,Barker,6712,Cobdogla,145,37.86,238,62.14,383,0.16
SA,180,Barker,6713,Compton,122,27.54,321,72.46,443,-5.96
SA,180,Barker,6714,Coomandook,18,13.74,113,86.26,131,-10.23
SA,180,Barker,6715,Coonalpyn,36,15.86,191,84.14,227,-3.09
SA,180,Barker,33133,Coonalpyn IVC PPVC,0,0,0,0,0,0
SA,180,Barker,6716,Coonawarra,37,21.14,138,78.86,175,-3.72
SA,180,Barker,30171,Divisional Office (PREPOLL),0,0,0,0,0,-50
SA,180,Barker,7349,Eden Valley,101,38.26,163,61.74,264,-4.6
SA,180,Barker,6718,Frances,36,27.48,95,72.52,131,-0.73
SA,180,Barker,6719,Furner,11,9.17,109,90.83,120,-9.53
SA,180,Barker,6720,Geranium,14,14.58,82,85.42,96,-12.52
SA,180,Barker,6721,Glenburnie,84,32.18,177,67.82,261,-3.51
SA,180,Barker,6722,Glencoe,151,41.37,214,58.63,365,-0.34
SA,180,Barker,6723,Glossop,178,38.2,288,61.8,466,-8.72
SA,180,Barker,7188,Jervois,31,25,93,75,124,-7.76
SA,180,Barker,6728,Kalangadoo,111,43.02,147,56.98,258,-7.53
SA,180,Barker,6729,Karoonda,56,14.81,322,85.19,378,-3.86
SA,180,Barker,6730,Keith,165,17.68,768,82.32,933,-2.08
SA,180,Barker,7372,Keyneton,66,39.05,103,60.95,169,2.57
SA,180,Barker,6733,Kingston SE,302,23.84,965,76.16,1267,-5.38
SA,180,Barker,6735,Kongorong,51,24.4,158,75.6,209,-4.17
SA,180,Barker,6737,Lameroo,80,17.28,383,82.72,463,-2.43
SA,180,Barker,6740,Loxton,836,31.74,1798,68.26,2634,-4.12
SA,180,Barker,38505,Loxton IVC PPVC,0,0,0,0,0,0
SA,180,Barker,6741,Loxton North,164,31.54,356,68.46,520,-5.83
SA,180,Barker,6742,Lucindale,73,20.28,287,79.72,360,0.6
SA,180,Barker,7378,Lyndoch,498,46.37,576,53.63,1074,2.3
SA,180,Barker,6743,Lyrup,65,32.02,138,67.98,203,-4.71
SA,180,Barker,7381,Mannum,655,43.23,860,56.77,1515,-0.78
SA,180,Barker,6747,Meningie,200,24.13,629,75.87,829,-2.48
SA,180,Barker,6748,Mil Lel,26,16.56,131,83.44,157,-10.83
SA,180,Barker,6749,Millicent,1112,55.35,897,44.65,2009,4.32
SA,180,Barker,6750,Millicent South,493,53.53,428,46.47,921,-8.51
SA,180,Barker,7388,Moculta,52,31.71,112,68.29,164,-2.11
SA,180,Barker,6751,Monash,210,40.78,305,59.22,515,-3.89
SA,180,Barker,6752,Moorak,163,28.8,403,71.2,566,-4.3
SA,180,Barker,6753,Moorook,107,35.79,192,64.21,299,-2.74
SA,180,Barker,7391,Morgan,158,42.36,215,57.64,373,-8.12
SA,180,Barker,6755,Mount Burr,153,60.24,101,39.76,254,7.28
SA,180,Barker,6756,Mount Gambier,785,41.53,1105,58.47,1890,-3.86
SA,180,Barker,6757,Mount Gambier East,1404,53.81,1205,46.19,2609,-2.76
SA,180,Barker,6759,Mount Gambier North,707,54.01,602,45.99,1309,-1.53
SA,180,Barker,6744,Mount Gambier Park,1056,45.77,1251,54.23,2307,0.83
SA,180,Barker,34268,Mount Gambier PPVC,1455,38.46,2328,61.54,3783,-12.77
SA,180,Barker,6760,Mount Gambier West,1489,47.97,1615,52.03,3104,-1.96
SA,180,Barker,6800,Mundulla,65,17.2,313,82.8,378,-1.5
SA,180,Barker,7209,Murray Bridge,539,46.51,620,53.49,1159,-0.98
SA,180,Barker,6762,Murray Bridge East,447,34.62,844,65.38,1291,-0.6
SA,180,Barker,12996,Murray Bridge PPVC,480,34.46,913,65.54,1393,-16.82
SA,180,Barker,7210,Murray Bridge South,1276,45.49,1529,54.51,2805,-3.61
SA,180,Barker,7211,Murray Bridge West,909,39.06,1418,60.94,2327,-1.96
SA,180,Barker,7213,Mypolonga,116,36.59,201,63.41,317,-1.92
SA,180,Barker,6763,Nangula,40,29.2,97,70.8,137,-6.42
SA,180,Barker,6764,Nangwarry,168,64.12,94,35.88,262,-6.49
SA,180,Barker,6765,Naracoorte,474,24.91,1429,75.09,1903,-8.1
SA,180,Barker,38506,Naracoorte IVC PPVC,0,0,0,0,0,0
SA,180,Barker,6767,Naracoorte South,462,28.68,1149,71.32,1611,-5.96
SA,180,Barker,6768,Narrung,27,57.45,20,42.55,47,-2.23
SA,180,Barker,6769,Nildottie,29,21.64,105,78.36,134,-1
SA,180,Barker,7396,Nuriootpa,1139,41.16,1628,58.84,2767,-1.47
SA,180,Barker,13261,Nuriootpa PPVC,184,39.32,284,60.68,468,-12.07
SA,180,Barker,6771,Padthaway,60,18.58,263,81.42,323,-4.13
SA,180,Barker,7218,Palmer,89,35.18,164,64.82,253,-6.81
SA,180,Barker,6773,Parilla,11,13.41,71,86.59,82,4.32
SA,180,Barker,6774,Paringa,227,33.88,443,66.12,670,-1.45
SA,180,Barker,6777,Peake,21,16.54,106,83.46,127,-5.39
SA,180,Barker,6778,Penola,331,32.84,677,67.16,1008,-6.93
SA,180,Barker,6779,Pinnaroo,125,28.6,312,71.4,437,-0.86
SA,180,Barker,6781,Ponde,51,31.1,113,68.9,164,-1.14
SA,180,Barker,6782,Port MacDonnell,210,35.78,377,64.22,587,-7.15
SA,180,Barker,46638,Prison Mobile Team 1,0,0,0,0,0,-100
SA,180,Barker,46640,Prison Mobile Team 2,0,0,0,0,0,-100
SA,180,Barker,46753,Prison Mobile Team 3,0,0,0,0,0,-100
SA,180,Barker,6783,Purnong,20,19.23,84,80.77,104,-2.9
SA,180,Barker,6784,Ramco,166,37.39,278,62.61,444,-0.16
SA,180,Barker,36548,Remote Mobile Team 1,24,34.78,45,65.22,69,-9.34
SA,180,Barker,6786,Rendelsham,49,32.24,103,67.76,152,-1.33
SA,180,Barker,6787,Renmark,969,45.47,1162,54.53,2131,-0.62
SA,180,Barker,6788,Renmark North,191,37.97,312,62.03,503,-4.32
SA,180,Barker,13263,Renmark PPVC,297,30,693,70,990,-21.29
SA,180,Barker,6789,Renmark West,216,33.33,432,66.67,648,-3.14
SA,180,Barker,6790,Robe,183,24.83,554,75.17,737,-3.92
SA,180,Barker,7416,Sandy Creek,237,42.7,318,57.3,555,3.24
SA,180,Barker,7417,Sedan,57,39.86,86,60.14,143,-2.8
SA,180,Barker,6793,Southend,46,28.57,115,71.43,161,-3.92
SA,180,Barker,33222,Special Hospital Team 1,0,0,0,0,0,-42.59
SA,180,Barker,33223,Special Hospital Team 2,0,0,0,0,0,-42.86
SA,180,Barker,33224,Special Hospital Team 3,0,0,0,0,0,-42.86
SA,180,Barker,33225,Special Hospital Team 4,0,0,0,0,0,-41.89
SA,180,Barker,33226,Special Hospital Team 5,0,0,0,0,0,-42
SA,180,Barker,33227,Special Hospital Team 6,0,0,0,0,0,-43.75
SA,180,Barker,33228,Special Hospital Team 7,0,0,0,0,0,-42.44
SA,180,Barker,36550,Special Hospital Team 8,0,0,0,0,0,-42.18
SA,180,Barker,36551,Special Hospital Team 9,0,0,0,0,0,-42.19
SA,180,Barker,7423,Stockwell,182,37.53,303,62.47,485,8.66
SA,180,Barker,6794,Suttontown,376,36.5,654,63.5,1030,-4.92
SA,180,Barker,6795,Swan Reach,90,46.63,103,53.37,193,5.94
SA,180,Barker,6796,Tailem Bend,486,40.5,714,59.5,1200,-7.93
SA,180,Barker,6797,Tantanoola,86,37.39,144,62.61,230,-7.94
SA,180,Barker,7424,Tanunda,800,31.7,1724,68.3,2524,-5.2
SA,180,Barker,6799,Tarpeena,145,52.73,130,47.27,275,-0.6
